"Scientific.Name","Occurrence","other.rank","matched.ID","kingdom.inat.ID","phylum.inat.ID","class.inat.ID","order.inat.ID","family.inat.ID","genus.inat.ID","species.inat.ID","kingdom.science","phylum.science","class.science","order.science","family.science","genus.science","species.science","kingdom.common","phylum.common","class.common","order.common","family.common","genus.common","species.common","category"
"Ulva intestinalis","","","130197","47126","50863","51429","54642","54643","54644","130197","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva intestinalis","Plants","Green Algae","Sea Lettuces and Single-celled Algae","Sea Lettuces and Allies","Sea Lettuces","Sea Lettuces","Gutweed","Plant"
"Ulva lactuca","Present","","67423","47126","50863","51429","54642","54643","54644","67423","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva lactuca","Plants","Green Algae","Sea Lettuces and Single-celled Algae","Sea Lettuces and Allies","Sea Lettuces","Sea Lettuces","Sea Lettuce","Plant"
"Ulva lobata","","","327562","47126","50863","51429","54642","54643","54644","327562","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva lobata","Plants","Green Algae","Sea Lettuces and Single-celled Algae","Sea Lettuces and Allies","Sea Lettuces","Sea Lettuces","","Plant"
"Ulva taeniata","Present","","129991","47126","50863","51429","54642","54643","54644","129991","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva taeniata","Plants","Green Algae","Sea Lettuces and Single-celled Algae","Sea Lettuces and Allies","Sea Lettuces","Sea Lettuces","Sea spiral","Plant"
"Pycnogonum rickettsi","Present","","339088","1","47120","47825","","47832","47831","339088","Animalia","Arthropoda","Pycnogonida","","Pycnogonidae","Pycnogonum","Pycnogonum rickettsi","Animals","Arthropods","Sea Spiders","","","Small Sea Spiders","","Invertebrate"
"Ampelisca abdita","Present","","209156","1","47120","47187","47628","64625","64627","209156","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca abdita","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Ampelisca pugetica","Present","","260495","1","47120","47187","47628","64625","64627","260495","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca pugetica","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Ampithoe valida","Present","","338449","1","47120","47187","47628","118499","118498","338449","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe","Ampithoe valida","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Anisogammarus ramellus","Present","","339106","1","47120","47187","47628","171654","171648","339106","Animalia","Arthropoda","Malacostraca","Amphipoda","Anisogammaridae","Ramellogammarus","Ramellogammarus ramellus","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Eogammarus confervicolus","Present","","345439","1","47120","47187","47628","171654","345517","345439","Animalia","Arthropoda","Malacostraca","Amphipoda","Anisogammaridae","Eogammarus","Eogammarus confervicolus","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Aoroides columbiae","Present","","295713","1","47120","47187","47628","209042","248573","295713","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides","Aoroides columbiae","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Aoroides secunda","Present","","345295","1","47120","47187","47628","209042","248573","345295","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides","Aoroides secunda","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Grandidierella japonica","Present","","209039","1","47120","47187","47628","209042","209045","209039","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Grandidierella","Grandidierella japonica","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Caprella californica","Present","","295605","1","47120","47187","47628","47626","47629","295605","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella californica","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Caprella incisa","Present","","345259","1","47120","47187","47628","47626","47629","345259","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella incisa","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Caprella mutica","Present","","64634","1","47120","47187","47628","47626","47629","64634","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella mutica","Animals","Arthropods","Malacostracans","Amphipods","","","Japanese Skeleton Shrimp","Invertebrate"
"Caprella uniforma","Present","","339119","1","47120","47187","47628","47626","47629","339119","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella uniforma","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Americorophium spinicorne","Present","","213388","1","47120","47187","47628","64636","171249","213388","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium","Americorophium spinicorne","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Americorophium stimpsoni","Present","","345210","1","47120","47187","47628","64636","171249","345210","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium","Americorophium stimpsoni","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Corophium alienense","Present","","345227","1","47120","47187","47628","64636","64637","345227","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium","Corophium alienense","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Corophium brevis","Present","","339118","1","47120","47187","47628","64636","64637","339118","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium","Corophium brevis","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Corophium heteroceratum","Present","","464292","1","47120","47187","47628","64636","464291","464292","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Sinocorophium","Sinocorophium heteroceratum","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Corophium insidiosum","Present","","339117","1","47120","47187","47628","64636","64637","339117","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium","Corophium insidiosum","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Monocorophium acherusicum","Present","","209043","1","47120","47187","47628","64636","209049","209043","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium acherusicum","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Monocorophium insidiosum","Present","","209052","1","47120","47187","47628","64636","209049","209052","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium insidiosum","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Crangonyx pseudogracilis","Present","","217719","1","47120","47187","47628","85711","87661","217719","Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae","Crangonyx","Crangonyx pseudogracilis","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Atylus tridens","Present","","345283","1","47120","47187","47628","179787","248422","345283","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Atylus","Atylus tridens","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Pontogeneia rostrata","Present","","295852","1","47120","47187","47628","171687","248696","295852","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Pontogeneia","Pontogeneia rostrata","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Allorchestes angusta","Present","","345211","1","47120","47187","47628","129188","345478","345211","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyalellidae","Allorchestes","Allorchestes angusta","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Hyalella azteca","Present","","221515","1","47120","47187","47628","129188","129189","221515","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyalellidae","Hyalella","Hyalella azteca","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Ptilohyale littoralis","Present","","345111","1","47120","47187","47628","245525","345463","345111","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyalidae","Ptilohyale","Ptilohyale littoralis","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Gammaropsis thompsoni","Present","","260946","1","47120","47187","47628","245460","248679","260946","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Gammaropsis","Gammaropsis thompsoni","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Photis brevipes","Present","","295828","1","47120","47187","47628","245460","248680","295828","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Photis","Photis brevipes","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Photis californica","Present","","295829","1","47120","47187","47628","245460","248680","295829","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Photis","Photis californica","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Ericthonius brasiliensis","Present","","295510","1","47120","47187","47628","64647","248400","295510","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ericthonius","Ericthonius brasiliensis","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Jassa marmorata","Present","","345361","1","47120","47187","47628","64647","64648","345361","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa marmorata","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Melita dentata","Present","","339114","1","47120","47187","47628","171643","171731","339114","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita dentata","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Melita nitida","Present","","209035","1","47120","47187","47628","171643","171731","209035","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita nitida","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Foxiphalus obtusidens","Present","","260684","1","47120","47187","47628","83723","248460","260684","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Foxiphalus","Foxiphalus obtusidens","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Paraphoxus cognatus","Present","","339112","1","47120","47187","47628","83723","248468","339112","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Paraphoxus","Paraphoxus cognatus","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Rhepoxynius abronius","Present","","339111","1","47120","47187","47628","83723","248472","339111","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","Rhepoxynius abronius","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Rhepoxynius stenodes","Present","","260699","1","47120","47187","47628","83723","248472","260699","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","Rhepoxynius stenodes","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Incisocalliope derzhavini","Present","","209021","1","47120","47187","47628","209027","209030","209021","Animalia","Arthropoda","Malacostraca","Amphipoda","Pleustidae","Incisocalliope","Incisocalliope derzhavini","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Dulichia","Present","genus","345445","1","47120","47187","47628","60637","345445","","Animalia","Arthropoda","Malacostraca","Amphipoda","Podoceridae","Dulichia","","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Stenothoe valida","Present","","295880","1","47120","47187","47628","245452","248710","295880","Animalia","Arthropoda","Malacostraca","Amphipoda","Stenothoidae","Stenothoe","Stenothoe valida","Animals","Arthropods","Malacostracans","Amphipods","","","","Invertebrate"
"Arcitalitrus sylvaticus","Present","","319058","1","47120","47187","47628","63288","319059","319058","Animalia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Arcitalitrus","Arcitalitrus sylvaticus","Animals","Arthropods","Malacostracans","Amphipods","Sandhoppers and Landhoppers","","Lawn Shrimp","Invertebrate"
"Traskorchestia traskiana","Present","","130223","1","47120","47187","47628","63288","130229","130223","Animalia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Traskorchestia","Traskorchestia traskiana","Animals","Arthropods","Malacostracans","Amphipods","Sandhoppers and Landhoppers","","Pacific beach hopper","Invertebrate"
"Acartia","Present","genus","195081","1","47120","","85507","195129","195081","","Animalia","Arthropoda","","Calanoida","Acartiidae","Acartia","","Animals","Arthropods","","Calanoid Copepods","","","","Invertebrate"
"Sinocalanus doerri","Present","","345088","1","47120","","85507","85665","345322","345088","Animalia","Arthropoda","","Calanoida","Centropagidae","Sinocalanus","Sinocalanus doerri","Animals","Arthropods","","Calanoid Copepods","","","","Invertebrate"
"Eucalanus","Present","genus","201758","1","47120","","85507","201748","201758","","Animalia","Arthropoda","","Calanoida","Eucalanidae","Eucalanus","","Animals","Arthropods","","Calanoid Copepods","","","","Invertebrate"
"Epilabidocera longipedata","Present","","345051","1","47120","","85507","329022","345059","345051","Animalia","Arthropoda","","Calanoida","Pontellidae","Epilabidocera","Epilabidocera amphitrites","Animals","Arthropods","","Calanoid Copepods","","","","Invertebrate"
"Eurytemora affinis","Present","","219884","1","47120","","85507","86098","171425","219884","Animalia","Arthropoda","","Calanoida","Temoridae","Eurytemora","Eurytemora affinis","Animals","Arthropods","","Calanoid Copepods","","","","Invertebrate"
"Tortanus","Present","genus","345014","1","47120","","85507","345054","345014","","Animalia","Arthropoda","","Calanoida","Tortanidae","Tortanus","","Animals","Arthropods","","Calanoid Copepods","","","","Invertebrate"
"Mesolamprops dillonensis","Present","","345328","1","47120","47187","144115","245428","248778","345328","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","Mesolamprops","Mesolamprops dillonensis","Animals","Arthropods","Malacostracans","Hooded shrimp","","","","Invertebrate"
"Leucon","Present","genus","248783","1","47120","47187","144115","171704","248783","","Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","Leucon","","Animals","Arthropods","Malacostracans","Hooded shrimp","","","","Invertebrate"
"Nippoleucon hinumensis","Present","","225960","1","47120","47187","144115","171704","171701","225960","Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","Nippoleucon","Nippoleucon hinumensis","Animals","Arthropods","Malacostracans","Hooded shrimp","","","","Invertebrate"
"Cumella vulgaris","Present","","345203","1","47120","47187","144115","245427","248787","345203","Animalia","Arthropoda","Malacostraca","Cumacea","Nannastacidae","Cumella","Cumella vulgaris","Animals","Arthropods","Malacostracans","Hooded shrimp","","","","Invertebrate"
"Acanthocyclops robustus","Present","","345066","1","47120","","85514","85718","86178","345066","Animalia","Arthropoda","","Cyclopoida","Cyclopidae","Acanthocyclops","Acanthocyclops robustus","Animals","Arthropods","","Cyclopoid Copepods","","","","Invertebrate"
"Pacifastacus leniusculus","Present","","53708","1","47120","47187","47186","53709","53710","53708","Animalia","Arthropoda","Malacostraca","Decapoda","Astacidae","Pacifastacus","Pacifastacus leniusculus","Animals","Arthropods","Malacostracans","Decapods","","","Signal Crayfish","Invertebrate"
"Syncaris pacifica","Present","","113566","1","47120","47187","47186","85614","92341","113566","Animalia","Arthropoda","Malacostraca","Decapoda","Atyidae","Syncaris","Syncaris pacifica","Animals","Arthropods","Malacostracans","Decapods","Atyid Shrimps","","California Freshwater Shrimp","Invertebrate"
"Procambarus","Present","genus","51222","1","47120","47187","47186","47782","51222","","Animalia","Arthropoda","Malacostraca","Decapoda","Cambaridae","Procambarus","","Animals","Arthropods","Malacostracans","Decapods","","","","Invertebrate"
"Cancer antennarius","","","202315","1","47120","47187","47186","47828","202316","202315","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon","Romaleon antennarium","Animals","Arthropods","Malacostracans","Decapods","","","Pacific Rock Crab","Invertebrate"
"Cancer anthonyi","Present","","204580","1","47120","47187","47186","47828","116719","204580","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus anthonyi","Animals","Arthropods","Malacostracans","Decapods","","","Yellow Rock Crab","Invertebrate"
"Cancer gracilis","Present","","116721","1","47120","47187","47186","47828","116719","116721","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus gracilis","Animals","Arthropods","Malacostracans","Decapods","","","Graceful Rock Crab","Invertebrate"
"Cancer magister","Present","","63697","1","47120","47187","47186","47828","116719","63697","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus magister","Animals","Arthropods","Malacostracans","Decapods","","","Dungeness Crab","Invertebrate"
"Cancer productus","Present","","47826","1","47120","47187","47186","47828","47827","47826","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer productus","Animals","Arthropods","Malacostracans","Decapods","","","Red Rock Crab","Invertebrate"
"Crangon franciscorum","Present","","48812","1","47120","47187","47186","47290","48817","48812","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Crangon franciscorum","Animals","Arthropods","Malacostracans","Decapods","","","California bay shrimp","Invertebrate"
"Crangon nigricauda","","","339110","1","47120","47187","47186","47290","48817","339110","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Crangon nigricauda","Animals","Arthropods","Malacostracans","Decapods","","","Blacktail Bay Shrimp","Invertebrate"
"Pugettia producta","Present","","49723","1","47120","47187","47186","49724","49725","49723","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Pugettia","Pugettia producta","Animals","Arthropods","Malacostracans","Decapods","Kelp Crabs and Spider Crabs","","Northern Kelp Crab","Invertebrate"
"Pachygrapsus crassipes","Present","","47188","1","47120","47187","47186","47190","47189","47188","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus","Pachygrapsus crassipes","Animals","Arthropods","Malacostracans","Decapods","Shore Crabs","","Striped Shore Crab","Invertebrate"
"Heptacarpus paludicola","Present","","345373","1","47120","47187","47186","51200","63680","345373","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Heptacarpus","Heptacarpus paludicola","Animals","Arthropods","Malacostracans","Decapods","","","California Coastal Shrimp","Invertebrate"
"Pagurus granosimanus","Present","","127555","1","47120","47187","47186","48174","48173","127555","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus granosimanus","Animals","Arthropods","Malacostracans","Decapods","","","Grainy Hermit Crab","Invertebrate"
"Pagurus hirsutiusculus","","","63219","1","47120","47187","47186","48174","48173","63219","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus hirsutiusculus","Animals","Arthropods","Malacostracans","Decapods","","","Hairy Hermit Crab","Invertebrate"
"Pagurus samuelis","Present","","49095","1","47120","47187","47186","48174","48173","49095","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus samuelis","Animals","Arthropods","Malacostracans","Decapods","","","Blueband Hermit Crab","Invertebrate"
"Palaemon macrodactylus","Present","","81640","1","47120","47187","47186","50928","81641","81640","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon macrodactylus","Animals","Arthropods","Malacostracans","Decapods","","","Oriental Shrimp","Invertebrate"
"Lophopanopeus leucomanus","Present","","527559","1","47120","47187","47186","50819","50820","337302","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus leucomanus","Animals","Arthropods","Malacostracans","Decapods","","","","Invertebrate"
"Rhithropanopeus harrisii","Present","","81612","1","47120","47187","47186","50819","81613","81612","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Rhithropanopeus","Rhithropanopeus harrisii","Animals","Arthropods","Malacostracans","Decapods","","","White-tipped Mud Crab","Invertebrate"
"Pinnixa franciscana","Present","","339108","1","47120","47187","47186","48815","248809","339108","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa","Pinnixa franciscana","Animals","Arthropods","Malacostracans","Decapods","","","","Invertebrate"
"Pinnixa longipes","Present","","339107","1","47120","47187","47186","48815","248809","339107","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa","Pinnixa longipes","Animals","Arthropods","Malacostracans","Decapods","","","Longlegged Pea Crab","Invertebrate"
"Scleroplax granulata","Present","","117670","1","47120","47187","47186","48815","117673","117670","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Scleroplax","Scleroplax granulata","Animals","Arthropods","Malacostracans","Decapods","","","Burrow Pea Crab","Invertebrate"
"Pachycheles rudis","Present","","53621","1","47120","47187","47186","47805","53622","53621","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pachycheles","Pachycheles rudis","Animals","Arthropods","Malacostracans","Decapods","Porcelain Crabs","","Thickclaw Porcelain Crab","Invertebrate"
"Petrolisthes","Present","genus","47804","1","47120","47187","47186","47805","47804","","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Petrolisthes","","Animals","Arthropods","Malacostracans","Decapods","Porcelain Crabs","","","Invertebrate"
"Carcinus maenas","Present","","52523","1","47120","47187","47186","49506","52524","52523","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Carcinus","Carcinus maenas","Animals","Arthropods","Malacostracans","Decapods","Swimming Crabs","","Green Shore Crab","Invertebrate"
"Upogebia pugettensis","Present","","117662","1","47120","47187","47186","117664","117665","117662","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia pugettensis","Animals","Arthropods","Malacostracans","Decapods","","","Blue Mud Shrimp","Invertebrate"
"Hemigrapsus nudus","Present","","48342","1","47120","47187","47186","48344","48343","48342","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Hemigrapsus nudus","Animals","Arthropods","Malacostracans","Decapods","","","Purple Shore Crab","Invertebrate"
"Hemigrapsus oregonensis","Present","","69170","1","47120","47187","47186","48344","48343","69170","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Hemigrapsus oregonensis","Animals","Arthropods","Malacostracans","Decapods","","","Yellow Shore Crab","Invertebrate"
"Harpacticus","Present","genus","345379","1","47120","","85521","117683","345379","","Animalia","Arthropoda","","Harpacticoida","Harpacticidae","Harpacticus","","Animals","Arthropods","","Harpacticoid Copepods","","","","Invertebrate"
"Alloniscus mirabilis","Present","","296171","1","47120","47187","48147","245412","248853","296171","Animalia","Arthropoda","Malacostraca","Isopoda","Alloniscidae","Alloniscus","Alloniscus mirabilis","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Alloniscus perconvexus","Present","","261215","1","47120","47187","48147","245412","248853","261215","Animalia","Arthropoda","Malacostraca","Isopoda","Alloniscidae","Alloniscus","Alloniscus perconvexus","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Armadillidium vulgare","Present","","56083","1","47120","47187","48147","48296","48295","56083","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare","Animals","Arthropods","Malacostracans","Isopods","Pillbugs","","Common Pill-bug","Invertebrate"
"Caecidotea tomalensis","","","153344","1","47120","47187","48147","85607","87147","153344","Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae","Caecidotea","Caecidotea tomalensis","Animals","Arthropods","Malacostracans","Isopods","","","Tomales Bay isopod","Invertebrate"
"Cirolana harfordi","Present","","67634","1","47120","47187","48147","55803","67635","67634","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Cirolana","Cirolana harfordi","Animals","Arthropods","Malacostracans","Isopods","","","Harford's Isopod","Invertebrate"
"Littorophiloscia richardsonae","Present","","261205","1","47120","47187","48147","48294","248847","261205","Animalia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Littorophiloscia","Littorophiloscia richardsonae","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Idotea schmitti","Present","","296132","1","47120","47187","48147","48581","48580","296132","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea schmitti","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Iais californica","Present","","343566","1","47120","47187","48147","123768","343578","343566","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Iais","Iais californica","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Ianiropsis kincaidi","Present","","339116","1","47120","47187","48147","123768","123767","339116","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Ianiropsis","Ianiropsis kincaidi","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Jaeropsis dubia","Present","","339115","1","47120","47187","48147","245404","339120","339115","Animalia","Arthropoda","Malacostraca","Isopoda","Joeropsididae","Jaeropsis","Jaeropsis dubia","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Ligia occidentalis","Present","","117674","1","47120","47187","48147","55357","55358","117674","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligia","Ligia occidentalis","Animals","Arthropods","Malacostracans","Isopods","Rock Lice, Sea Slaters, and Allies","Sea Slaters","Western Sea Roach","Invertebrate"
"Ligia pallasii","Present","","84264","1","47120","47187","48147","55357","55358","84264","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligia","Ligia pallasii","Animals","Arthropods","Malacostracans","Isopods","Rock Lice, Sea Slaters, and Allies","Sea Slaters","Common Rock Louse","Invertebrate"
"Ligidium gracile","Present","","339104","1","47120","47187","48147","55357","171769","339104","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligidium","Ligidium gracile","Animals","Arthropods","Malacostracans","Isopods","Rock Lice, Sea Slaters, and Allies","","","Invertebrate"
"Ligidium latum","Present","","339103","1","47120","47187","48147","55357","171769","339103","Animalia","Arthropoda","Malacostraca","Isopoda","Ligiidae","Ligidium","Ligidium latum","Animals","Arthropods","Malacostracans","Isopods","Rock Lice, Sea Slaters, and Allies","","","Invertebrate"
"Mauritaniscus littorinus","Present","","425244","1","47120","47187","48147","205750","425245","425244","Animalia","Arthropoda","Malacostraca","Isopoda","Platyarthridae","Niambia","Niambia capensis","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Porcellio dilatatus","Present","","339101","1","47120","47187","48147","122239","122240","339101","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio dilatatus","Animals","Arthropods","Malacostracans","Isopods","","","Giant Canyon Woodlouse","Invertebrate"
"Porcellio scaber","Present","","122238","1","47120","47187","48147","122239","122240","122238","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio scaber","Animals","Arthropods","Malacostracans","Isopods","","","Common Rough Woodlouse","Invertebrate"
"Armadilloniscus coronacapitalis","Present","","339100","1","47120","47187","48147","339098","248854","339100","Animalia","Arthropoda","Malacostraca","Isopoda","Detonidae","Armadilloniscus","Armadilloniscus coronacapitalis","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Armadilloniscus holmesi","Present","","296092","1","47120","47187","48147","339098","248854","296092","Animalia","Arthropoda","Malacostraca","Isopoda","Detonidae","Armadilloniscus","Armadilloniscus holmesi","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Armadilloniscus lindahli","Present","","261216","1","47120","47187","48147","339098","248854","261216","Animalia","Arthropoda","Malacostraca","Isopoda","Detonidae","Armadilloniscus","Armadilloniscus lindahli","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Detonella papillicornis","Present","","339097","1","47120","47187","48147","339098","339099","339097","Animalia","Arthropoda","Malacostraca","Isopoda","Detonidae","Detonella","Detonella papillicornis","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
"Dynoides dentisinus","Present","","345444","1","47120","47187","48147","49532","248494","345444","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Dynoides","Dynoides dentisinus","Animals","Arthropods","Malacostracans","Isopods","","","","Invertebrate"
