"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","original.inat.taxonID"
-123.02099,37.9963916667,"Bird","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Uria","Uria aalge",2015,11,4519
-122.9902133333,37.9972166667,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",2015,11,4665
-122.9823466667,37.997385,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2015,11,41728
-122.976194,37.994182,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2015,11,42051
-122.981789,38.039863,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2015,11,8010
-122.940037,38.124179,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2015,11,5277
-122.939372,38.12241,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2015,11,9176
-122.941217,38.121663,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2015,11,1409
-122.8531932561,38.1017502131,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","Botaurus lentiginosus",2015,11,5034
-122.941181,38.121826,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter cooperii",2015,11,5112
-122.7225883333,37.9197883333,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2015,11,5212
-122.7226433333,37.9228183333,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui",2015,11,48548
-123.0151383333,37.99704,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2015,11,5212
-122.978768,37.99607,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo lineatus",2015,11,5206
-122.7147833333,37.900875,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Nereocystis","Nereocystis luetkeana",2015,11,120499
-122.7147533333,37.9009366667,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer productus",2015,11,47826
-122.953626,38.114736,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella",2015,11,59675
-122.945595,38.165065,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2015,11,117767
-122.951088,38.11268,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2015,11,4956
-122.89254,38.027604,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina menziesii",2015,11,49578
-122.955852,38.190266,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2015,11,5212
-122.946453,38.116866,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2015,11,4956
-122.760308,37.998213,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae",2015,10,55626
-122.760308,37.998213,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia coenia",2015,10,48505
-122.760308,37.998213,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes mylitta",2015,10,59176
-122.760308,37.998213,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas americana",2015,10,6985
-122.760308,37.998213,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2015,10,343338
-122.760308,37.998213,"Bird","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile rufescens",2015,10,144820
-122.760308,37.998213,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2015,10,8234
-122.760308,37.998213,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2015,10,7844
-122.760308,37.998213,"Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus pinus",2015,10,145304
-123.01754,37.997083,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2015,10,5212
-122.995934,38.002765,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2015,10,9185
-122.943363,38.124051,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2015,11,4956
-122.95410838,38.1203023637,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius nivosus",2015,12,144485
-122.95107622,38.14666853,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Thinopinus","Thinopinus pictus",2015,12,302724
-122.802331,38.040538,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2015,11,47850
-122.8772107792,38.0960526271,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2015,12,47751
-122.798429,38.043955,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",2015,10,36204
-122.9475889569,38.1185111058,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2015,11,4956
-122.9391318873,38.1518040994,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2015,10,67691
-122.9513083333,38.1191778333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia","Abronia latifolia",2015,11,52618
-122.8710833333,38.0904916667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2015,12,48349
-122.938685,38.151095,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2015,10,67691
-122.890687,38.037769,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2015,12,117767
-122.951109,38.106203,"Bird","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio","Asio flammeus",2015,12,20315
-122.947032,38.106,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo regalis",2015,12,5181
-122.953598,38.109918,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2015,12,5277
-122.974171,37.994363,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2013,3,41728
-122.8727833333,38.1158721667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Crepidotus","Crepidotus mollis",2015,12,118283
-122.872775,38.1159805,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","Ganoderma applanatum",2015,12,48473
-122.87418,38.1160861667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum hirsutum",2015,12,55501
-122.8774866667,38.1203638333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus","Gymnopilus ventricosus",2015,12,348809
-122.872025,38.0829583333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita pachycolea",2016,1,67357
-122.8891966667,38.1016361667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita augusta",2016,1,348830
-122.88935,38.0998,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2016,1,48715
-122.7573783333,37.99078,"Fungi","Fungi","Ascomycota","Leotiomycetes","Leotiales","Bulgariaceae","Bulgaria","Bulgaria inquinans",2015,12,83419
-122.798429,38.043955,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Hemigrapsus oregonensis",2015,7,69170
-122.798429,38.043955,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella septempunctata",2015,7,51702
-122.798429,38.043955,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia","Navarretia squarrosa",2015,7,53157
-122.798429,38.043955,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris",2015,7,52764
-122.798429,38.043955,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys chamissonis",2015,7,52625
-122.798429,38.043955,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2015,8,5212
-122.798429,38.043955,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2015,8,3849
-122.798429,38.043955,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata",2015,8,7036
-122.798429,38.043955,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",2015,8,144537
-122.798429,38.043955,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis",2015,8,4345
-122.798429,38.043955,"Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Pharidae","Siliqua","Siliqua patula",2015,8,117615
-122.8755333333,38.1173666667,"Fungi","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella aurantia",2016,1,67584
-122.884605,38.1075666667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Rhododendron neoglandulosum",2016,1,81534
-122.8862216667,38.1054083333,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Blechnaceae","Blechnum","Blechnum spicant",2016,1,48432
-122.8871616667,38.1054833333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2016,1,51046
-122.8883833333,38.1055805,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",2016,1,27459
-122.8886633333,38.1062778333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Chroogomphus","Chroogomphus vinicolor",2016,1,54208
-122.8889166667,38.1060528333,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella dryophila",2016,1,354699
-122.8877416667,38.1025695,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma fasciculare",2016,1,48767
-122.8880783333,38.1013055,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Chroogomphus","Chroogomphus vinicolor",2016,1,54208
-122.888855,38.0997916667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita gemmata",2016,1,58691
-122.8891666667,38.0998888333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2016,1,48715
-122.8895416667,38.099525,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius rufus",2016,1,118223
-122.8900383333,38.099625,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2016,1,48715
-122.8912666667,38.1015361667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius rubidus",2016,1,55276
-122.88848,38.1225083333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita augusta",2016,1,348830
-122.8882216667,38.1012388333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus","Notholithocarpus densiflorus",2016,1,69823
-122.8881916667,38.1017945,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2016,1,47751
-122.88768,38.1026695,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius androsaceus",2016,1,54066
-122.8894416667,38.1038778333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria shallon",2016,1,48441
-122.88935,38.104875,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hedera","Hedera helix",2016,1,55882
-122.8884583333,38.1063416667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum hirsutum",2016,1,55501
-122.9027416667,38.1246611667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita smithiana",2016,1,62485
-122.8832333333,38.1087833333,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus macrocarpa",2016,1,322545
-122.810295,38.0557111667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria amethysteo-occidentalis",2016,1,54893
-122.81012,38.0553555,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula fragrantissima",2016,1,154448
-122.8097616667,38.0557416667,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina menziesii",2016,1,49578
-122.8098,38.0552471667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus","Paxillus involutus",2016,1,55941
-122.8102633333,38.0553778333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2016,1,51046
-122.81302,38.0522221667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Phaeolus","Phaeolus schweinitzii",2016,1,118084
-122.8131166667,38.0518083333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus lakei",2016,1,118159
-122.813225,38.0521138333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus","Hygrophorus agathosmus",2016,1,118313
-122.8137666667,38.05185,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","Clitocybe nuda",2016,1,54624
-122.8138666667,38.0523695,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus exilis",2016,1,351891
-122.81382,38.0523221667,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha coccinea",2016,1,49134
-122.8138883333,38.05235,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena acicula",2016,1,63426
-122.8137666667,38.0523833333,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii",2016,1,123168
-122.8139633333,38.0523445,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena acicula",2016,1,63426
-122.81385,38.0526111667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Gomphidius","Gomphidius oregonensis",2016,1,64097
-122.8130033333,38.0525388333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma myomyces",2016,1,118209
-122.87632291,38.04745734,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.89594192,38.03634678,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","Vinca","Vinca major",2016,1,53326
-122.89363637,38.05439337,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.88155702,38.06003507,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Ehrharta","Ehrharta erecta",2016,1,64140
-122.88240516,38.05884489,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.870545,38.05104648,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.86970993,38.0486457,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.893893,38.044492,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.892154,38.046638,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2016,1,52714
-122.7577966667,37.99762,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2016,1,1409
-122.7612,37.9957166667,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",2016,1,27459
-122.7605833333,37.9947466667,"Fungi","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Annulohypoxylon","Annulohypoxylon thouarsianum",2016,1,55516
-122.7602783333,37.995055,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lenzites","Lenzites betulina",2016,1,56149
-122.75888,37.99767,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2016,1,1409
-122.8136533333,38.0522721667,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha coccinea",2016,1,49134
-122.8133083333,38.0522278333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Exidia","Exidia glandulosa",2016,1,55568
-122.814125,38.0520166667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria solidipes",2016,1,371441
-122.8810912441,38.0450978878,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Bradybaenidae","Monadenia","Monadenia infumata",2016,1,70091
-122.814705,38.0522471667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Gliophorus","Gliophorus fenestratus",2016,1,485390
-122.850145,38.0592833333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Panaeolus","Panaeolus semiovatus",2016,1,124539
-122.8506616667,38.0592583333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2016,1,48715
-122.8508916667,38.0592,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita augusta",2016,1,348830
